run_id	run_group	optimizer	transform	dataset	dgp	n_dims	sigma_sq	num_runs	learning_rate	n_outer_iter	bfgs_maxiter	gn_max_feval	newton_maxiter	shrinkage	tau_lr_multiplier	use_prefit	k_folds	cv_seed	folds_completed	run_outcome	out_corr	out_corr_std	in_corr	overfit_gap	out_rmse	elapsed_mean	ds_n_consumers	ds_n_products	ds_n_segments	ds_noise	ds_missing_rate	ds_gen_dims
shrink_x_sigma_0015	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.5443	0.0625	0.6939	0.1496	0.1429	0.403	50	8	3	0.05	0.0	2
shrink_x_sigma_0016	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.5333	0.0677	0.6800	0.1468	0.1440	0.397	50	8	3	0.05	0.0	2
shrink_x_sigma_0017	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.0	0.5	False	5	42	5	success	0.6159	0.1208	0.9739	0.3580	0.1231	0.399	50	8	3	0.05	0.0	2
shrink_x_sigma_0018	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.8173	0.0474	0.9302	0.1129	0.0726	0.400	50	8	3	0.05	0.0	2
shrink_x_sigma_0019	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.05	0.5	False	5	42	5	success	0.8050	0.0495	0.9129	0.1079	0.0748	0.396	50	8	3	0.05	0.0	2
shrink_x_sigma_0020	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.5	0.5	False	5	42	5	success	0.7959	0.0588	0.9086	0.1128	0.0761	0.403	50	8	3	0.05	0.0	2
shrink_x_sigma_0021	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.0	0.5	False	5	42	5	success	0.7098	0.0548	0.9326	0.2227	0.1228	0.396	50	8	3	0.05	0.0	2
shrink_x_sigma_0022	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.5451	0.1154	0.7948	0.2497	0.1546	0.399	50	8	3	0.05	0.0	2
shrink_x_sigma_0023	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.05	0.5	False	5	42	5	success	0.5061	0.0683	0.6639	0.1578	0.1469	0.399	50	8	3	0.05	0.0	2
shrink_x_sigma_0024	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.5	0.5	False	5	42	5	success	0.5375	0.0604	0.6534	0.1159	0.1406	0.398	50	8	3	0.05	0.0	2
shrink_x_sigma_0025	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.0	0.5	False	5	42	5	success	0.6328	0.1187	0.9758	0.3430	0.1225	0.404	50	8	3	0.05	0.0	2
shrink_x_sigma_0026	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8212	0.0455	0.9267	0.1055	0.0719	0.410	50	8	3	0.05	0.0	2
shrink_x_sigma_0027	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.05	0.5	False	5	42	5	success	0.7925	0.0546	0.9031	0.1106	0.0769	0.408	50	8	3	0.05	0.0	2
shrink_x_sigma_0028	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.5	0.5	False	5	42	5	success	0.7840	0.0616	0.8971	0.1131	0.0781	0.397	50	8	3	0.05	0.0	2
shrink_x_sigma_0029	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.0	0.5	False	5	42	5	success	0.6785	0.0431	0.9327	0.2542	0.1305	0.396	50	8	3	0.05	0.0	2
shrink_x_sigma_0030	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6419	0.0574	0.8257	0.1838	0.1263	0.397	50	8	3	0.05	0.0	2
shrink_x_sigma_0031	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.05	0.5	False	5	42	5	success	0.5432	0.0487	0.6580	0.1148	0.1395	0.397	50	8	3	0.05	0.0	2
shrink_x_sigma_0032	shrink_x_sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.5	0.5	False	5	42	5	success	0.5500	0.0264	0.6575	0.1075	0.1401	0.405	50	8	3	0.05	0.0	2
shrink_other_opts_0033	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.7369	0.0744	0.9261	0.1892	0.0887	0.036	50	8	3	0.05	0.0	2
shrink_other_opts_0034	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7411	0.0538	0.9268	0.1857	0.0857	0.034	50	8	3	0.05	0.0	2
shrink_other_opts_0035	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.7336	0.0567	0.9171	0.1836	0.0865	0.039	50	8	3	0.05	0.0	2
shrink_other_opts_0036	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7276	0.0619	0.9132	0.1857	0.0873	0.047	50	8	3	0.05	0.0	2
shrink_other_opts_0037	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6147	0.0672	0.8650	0.2503	0.1785	0.050	50	8	3	0.05	0.0	2
shrink_other_opts_0038	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.6707	0.0537	0.8990	0.2283	0.1300	0.042	50	8	3	0.05	0.0	2
shrink_other_opts_0039	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.6252	0.0407	0.8547	0.2295	0.1295	0.043	50	8	3	0.05	0.0	2
shrink_other_opts_0040	shrink_other_opts	newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.6055	0.0359	0.8242	0.2187	0.1319	0.054	50	8	3	0.05	0.0	2
shrink_other_opts_0041	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.5975	0.1314	0.9095	0.3120	0.1111	0.447	50	8	3	0.05	0.0	2
shrink_other_opts_0042	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7125	0.0670	0.9203	0.2078	0.0893	0.344	50	8	3	0.05	0.0	2
shrink_other_opts_0043	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.7032	0.0797	0.9072	0.2039	0.0904	0.712	50	8	3	0.05	0.0	2
shrink_other_opts_0044	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.6940	0.0482	0.8957	0.2017	0.0924	0.840	50	8	3	0.05	0.0	2
shrink_other_opts_0045	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.5283	0.0837	0.8471	0.3188	0.2187	0.406	50	8	3	0.05	0.0	2
shrink_other_opts_0046	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.6509	0.0732	0.8922	0.2413	0.1344	0.203	50	8	3	0.05	0.0	2
shrink_other_opts_0047	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.6118	0.0527	0.8512	0.2394	0.1313	0.205	50	8	3	0.05	0.0	2
shrink_other_opts_0048	shrink_other_opts	gauss_newton	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.5906	0.0555	0.8166	0.2261	0.1346	0.605	50	8	3	0.05	0.0	2
shrink_by_size_0049	shrink_by_size	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6181	0.1102	0.9701	0.3521	0.1227	0.408	50	8	3	0.05	0.0	2
shrink_by_size_0050	shrink_by_size	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7711	0.1266	0.9290	0.1579	0.0789	0.401	50	8	3	0.05	0.0	2
shrink_by_size_0051	shrink_by_size	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.8076	0.0478	0.9237	0.1161	0.0755	0.402	50	8	3	0.05	0.0	2
shrink_by_size_0052	shrink_by_size	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7747	0.1121	0.9208	0.1461	0.0791	0.400	50	8	3	0.05	0.0	2
shrink_by_size_0053	shrink_by_size	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6818	0.1160	0.9276	0.2458	0.1296	0.408	50	8	3	0.05	0.0	2
shrink_by_size_0054	shrink_by_size	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.5970	0.0989	0.8390	0.2419	0.1413	0.402	50	8	3	0.05	0.0	2
shrink_by_size_0055	shrink_by_size	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.5443	0.0625	0.6939	0.1496	0.1429	0.401	50	8	3	0.05	0.0	2
shrink_by_size_0056	shrink_by_size	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.5333	0.0677	0.6800	0.1468	0.1440	0.408	50	8	3	0.05	0.0	2
shrink_by_size_0057	shrink_by_size	adam	per_consumer_bias	large_3d	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.3151	0.0434	0.8760	0.5609	0.0783	0.515	80	12	4	0.05	0.05	3
shrink_by_size_0058	shrink_by_size	adam	per_consumer_bias	large_3d	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.3582	0.0396	0.7514	0.3932	0.0644	0.375	80	12	4	0.05	0.05	3
shrink_by_size_0059	shrink_by_size	adam	per_consumer_bias	large_3d	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.3453	0.0528	0.7361	0.3908	0.0626	0.381	80	12	4	0.05	0.05	3
shrink_by_size_0060	shrink_by_size	adam	per_consumer_bias	large_3d	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.3464	0.0532	0.7369	0.3905	0.0624	0.384	80	12	4	0.05	0.05	3
shrink_by_size_0061	shrink_by_size	adam	per_consumer_bias	large_3d	ennis	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.7395	0.0640	0.9006	0.1611	0.0977	0.508	80	12	4	0.05	0.05	3
shrink_by_size_0062	shrink_by_size	adam	per_consumer_bias	large_3d	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7795	0.0377	0.8929	0.1134	0.0847	0.437	80	12	4	0.05	0.05	3
shrink_by_size_0063	shrink_by_size	adam	per_consumer_bias	large_3d	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.7302	0.0404	0.8261	0.0959	0.0927	0.440	80	12	4	0.05	0.05	3
shrink_by_size_0064	shrink_by_size	adam	per_consumer_bias	large_3d	ennis	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7143	0.0438	0.8050	0.0906	0.0951	0.508	80	12	4	0.05	0.05	3
shrink_by_size_0065	shrink_by_size	adam	per_consumer_bias	large_4d	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.0265	0.0748	0.8104	0.7839	0.0767	0.509	80	12	4	0.05	0.05	4
shrink_by_size_0066	shrink_by_size	adam	per_consumer_bias	large_4d	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.0700	0.0960	0.7219	0.6519	0.0505	0.478	80	12	4	0.05	0.05	4
shrink_by_size_0067	shrink_by_size	adam	per_consumer_bias	large_4d	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.0617	0.0812	0.7156	0.6539	0.0491	0.515	80	12	4	0.05	0.05	4
shrink_by_size_0068	shrink_by_size	adam	per_consumer_bias	large_4d	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.0587	0.0677	0.7159	0.6573	0.0478	0.506	80	12	4	0.05	0.05	4
shrink_by_size_0069	shrink_by_size	adam	per_consumer_bias	large_4d	ennis	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.7346	0.0297	0.9095	0.1749	0.0880	0.519	80	12	4	0.05	0.05	4
shrink_by_size_0070	shrink_by_size	adam	per_consumer_bias	large_4d	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7259	0.0337	0.8256	0.0998	0.0882	0.506	80	12	4	0.05	0.05	4
shrink_by_size_0071	shrink_by_size	adam	per_consumer_bias	large_4d	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.7198	0.0510	0.8000	0.0802	0.0883	0.505	80	12	4	0.05	0.05	4
shrink_by_size_0072	shrink_by_size	adam	per_consumer_bias	large_4d	ennis	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7119	0.0522	0.7863	0.0744	0.0895	0.512	80	12	4	0.05	0.05	4
shrink_x_transform_0073	shrink_x_transform	adam	none	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6041	0.1127	0.9675	0.3634	0.1234	0.400	50	8	3	0.05	0.0	2
shrink_x_transform_0074	shrink_x_transform	adam	none	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7106	0.1578	0.8971	0.1865	0.0871	0.400	50	8	3	0.05	0.0	2
shrink_x_transform_0075	shrink_x_transform	adam	none	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.7437	0.0765	0.8835	0.1398	0.0854	0.409	50	8	3	0.05	0.0	2
shrink_x_transform_0076	shrink_x_transform	adam	none	medium_low_noise	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7143	0.1389	0.8814	0.1670	0.0880	0.403	50	8	3	0.05	0.0	2
shrink_x_transform_0077	shrink_x_transform	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6181	0.1102	0.9701	0.3521	0.1227	0.402	50	8	3	0.05	0.0	2
shrink_x_transform_0078	shrink_x_transform	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7711	0.1266	0.9290	0.1579	0.0789	0.402	50	8	3	0.05	0.0	2
shrink_x_transform_0079	shrink_x_transform	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.8076	0.0478	0.9237	0.1161	0.0755	0.408	50	8	3	0.05	0.0	2
shrink_x_transform_0080	shrink_x_transform	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7747	0.1121	0.9208	0.1461	0.0791	0.401	50	8	3	0.05	0.0	2
shrink_x_transform_0081	shrink_x_transform	adam	per_consumer_affine	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6304	0.1058	0.9761	0.3457	0.1202	0.404	50	8	3	0.05	0.0	2
shrink_x_transform_0082	shrink_x_transform	adam	per_consumer_affine	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7917	0.0954	0.9495	0.1578	0.0757	0.408	50	8	3	0.05	0.0	2
shrink_x_transform_0083	shrink_x_transform	adam	per_consumer_affine	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.8069	0.0549	0.9446	0.1377	0.0757	0.406	50	8	3	0.05	0.0	2
shrink_x_transform_0084	shrink_x_transform	adam	per_consumer_affine	medium_low_noise	probabilistic	2	0.5	1	0.06					0.5	0.5	False	5	42	5	success	0.7894	0.0783	0.9425	0.1531	0.0773	0.401	50	8	3	0.05	0.0	2
combined_optimal_0085	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.1	False	5	42	5	success	0.6878	0.0726	0.9633	0.2755	0.1077	0.409	50	8	3	0.05	0.0	2
combined_optimal_0086	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.0	0.1	False	5	42	5	success	0.6995	0.0756	0.9078	0.2084	0.1292	0.403	50	8	3	0.05	0.0	2
combined_optimal_0087	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6181	0.1102	0.9701	0.3521	0.1227	0.401	50	8	3	0.05	0.0	2
combined_optimal_0088	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.0	0.5	False	5	42	5	success	0.6818	0.1160	0.9276	0.2458	0.1296	0.402	50	8	3	0.05	0.0	2
combined_optimal_0089	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.0	1.0	False	5	42	5	success	0.6189	0.1166	0.9686	0.3497	0.1226	0.421	50	8	3	0.05	0.0	2
combined_optimal_0090	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.0	1.0	False	5	42	5	success	0.7105	0.0979	0.9386	0.2282	0.1201	0.402	50	8	3	0.05	0.0	2
combined_optimal_0091	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.1	False	5	42	5	success	0.7950	0.0758	0.9304	0.1354	0.0768	0.401	50	8	3	0.05	0.0	2
combined_optimal_0092	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	0.1	False	5	42	5	success	0.6138	0.0558	0.8106	0.1968	0.1357	0.377	50	8	3	0.05	0.0	2
combined_optimal_0093	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7711	0.1266	0.9290	0.1579	0.0789	0.401	50	8	3	0.05	0.0	2
combined_optimal_0094	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.5970	0.0989	0.8390	0.2419	0.1413	0.401	50	8	3	0.05	0.0	2
combined_optimal_0095	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	1.0	False	5	42	5	success	0.8032	0.0674	0.9299	0.1267	0.0757	0.401	50	8	3	0.05	0.0	2
combined_optimal_0096	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	1.0	False	5	42	5	success	0.5613	0.1137	0.8537	0.2924	0.1579	0.407	50	8	3	0.05	0.0	2
combined_optimal_0097	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.1	False	5	42	5	success	0.7720	0.1057	0.9227	0.1508	0.0797	0.398	50	8	3	0.05	0.0	2
combined_optimal_0098	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	0.1	False	5	42	5	success	0.5221	0.0805	0.6979	0.1758	0.1479	0.400	50	8	3	0.05	0.0	2
combined_optimal_0099	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.8076	0.0478	0.9237	0.1161	0.0755	0.406	50	8	3	0.05	0.0	2
combined_optimal_0100	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	0.5	False	5	42	5	success	0.5443	0.0625	0.6939	0.1496	0.1429	0.401	50	8	3	0.05	0.0	2
combined_optimal_0101	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.05	1.0	False	5	42	5	success	0.7789	0.1148	0.9233	0.1444	0.0782	0.401	50	8	3	0.05	0.0	2
combined_optimal_0102	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.05	1.0	False	5	42	5	success	0.4953	0.1005	0.7344	0.2390	0.1619	0.352	50	8	3	0.05	0.0	2
combined_optimal_0103	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.0	0.1	False	5	42	5	success	0.6504	0.1025	0.9685	0.3181	0.1157	0.407	50	8	3	0.05	0.0	2
combined_optimal_0104	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.0	0.1	False	5	42	5	success	0.7041	0.0662	0.9092	0.2051	0.1224	0.401	50	8	3	0.05	0.0	2
combined_optimal_0105	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.0	0.5	False	5	42	5	success	0.6159	0.1208	0.9739	0.3580	0.1231	0.402	50	8	3	0.05	0.0	2
combined_optimal_0106	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.0	0.5	False	5	42	5	success	0.7098	0.0548	0.9326	0.2227	0.1228	0.408	50	8	3	0.05	0.0	2
combined_optimal_0107	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.0	1.0	False	5	42	5	success	0.6273	0.1716	0.9753	0.3480	0.1166	0.402	50	8	3	0.05	0.0	2
combined_optimal_0108	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.0	1.0	False	5	42	5	success	0.6827	0.1033	0.9182	0.2355	0.1321	0.405	50	8	3	0.05	0.0	2
combined_optimal_0109	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.005	0.1	False	5	42	5	success	0.8211	0.0411	0.9306	0.1095	0.0721	0.403	50	8	3	0.05	0.0	2
combined_optimal_0110	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.005	0.1	False	5	42	5	success	0.5870	0.0571	0.7770	0.1901	0.1384	0.405	50	8	3	0.05	0.0	2
combined_optimal_0111	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.8173	0.0474	0.9302	0.1129	0.0726	0.401	50	8	3	0.05	0.0	2
combined_optimal_0112	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.5451	0.1154	0.7948	0.2497	0.1546	0.400	50	8	3	0.05	0.0	2
combined_optimal_0113	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.005	1.0	False	5	42	5	success	0.8186	0.0433	0.9306	0.1121	0.0725	0.408	50	8	3	0.05	0.0	2
combined_optimal_0114	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.005	1.0	False	5	42	5	success	0.5655	0.1104	0.8149	0.2495	0.1541	0.400	50	8	3	0.05	0.0	2
combined_optimal_0115	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.05	0.1	False	5	42	5	success	0.8033	0.0491	0.9125	0.1093	0.0750	0.401	50	8	3	0.05	0.0	2
combined_optimal_0116	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.05	0.1	False	5	42	5	success	0.5000	0.0817	0.6839	0.1839	0.1473	0.401	50	8	3	0.05	0.0	2
combined_optimal_0117	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.05	0.5	False	5	42	5	success	0.8050	0.0495	0.9129	0.1079	0.0748	0.409	50	8	3	0.05	0.0	2
combined_optimal_0118	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.05	0.5	False	5	42	5	success	0.5061	0.0683	0.6639	0.1578	0.1469	0.404	50	8	3	0.05	0.0	2
combined_optimal_0119	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.05	1.0	False	5	42	5	success	0.8023	0.0520	0.9128	0.1105	0.0751	0.412	50	8	3	0.05	0.0	2
combined_optimal_0120	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.05	1.0	False	5	42	5	success	0.5322	0.0639	0.7020	0.1697	0.1426	0.413	50	8	3	0.05	0.0	2
combined_optimal_0121	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.0	0.1	False	5	42	5	success	0.6390	0.1305	0.9723	0.3333	0.1101	0.401	50	8	3	0.05	0.0	2
combined_optimal_0122	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.0	0.1	False	5	42	5	success	0.7029	0.0597	0.9376	0.2347	0.1256	0.401	50	8	3	0.05	0.0	2
combined_optimal_0123	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.0	0.5	False	5	42	5	success	0.6328	0.1187	0.9758	0.3430	0.1225	0.409	50	8	3	0.05	0.0	2
combined_optimal_0124	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.0	0.5	False	5	42	5	success	0.6785	0.0431	0.9327	0.2542	0.1305	0.401	50	8	3	0.05	0.0	2
combined_optimal_0125	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.0	1.0	False	5	42	5	success	0.6667	0.0858	0.9768	0.3101	0.1107	0.401	50	8	3	0.05	0.0	2
combined_optimal_0126	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.0	1.0	False	5	42	5	success	0.6989	0.0560	0.9325	0.2337	0.1255	0.402	50	8	3	0.05	0.0	2
combined_optimal_0127	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.8262	0.0387	0.9266	0.1003	0.0713	0.404	50	8	3	0.05	0.0	2
combined_optimal_0128	combined_optimal	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.6321	0.0313	0.8121	0.1801	0.1281	0.402	50	8	3	0.05	0.0	2
combined_optimal_0129	combined_optimal	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8212	0.0455	0.9267	0.1055	0.0719	0.401	50	8	3	0.05	0.0	2
